DATA;Ora;VALORE
2019-08-20;5;3205166
2019-08-20;6;3251375
2019-08-20;7;3442229
2019-08-20;8;3780538
2019-08-20;9;4405176
2019-08-20;10;4643326
2019-08-20;11;4666975
2019-08-20;12;4701241
2019-08-20;13;4725179
2019-08-20;14;4695373
2019-08-20;15;4778400
2019-08-20;16;4876322
2019-08-20;17;5104116
2019-08-20;18;5422548
2019-08-20;19;5860773
2019-08-20;20;6032679
2019-08-20;21;6395775
2019-08-20;22;5964552
2019-08-20;23;5379671
2019-08-20;24;4670188
2019-08-21;1;4052278
2019-08-21;2;3659729
2019-08-21;3;3440416
2019-08-21;4;3316075
2019-08-21;5;3257350
2019-08-21;6;3297715
2019-08-21;7;3363389
2019-08-21;8;3807516
2019-08-21;9;4421868
2019-08-21;10;4625076
2019-08-21;11;4598168
2019-08-21;12;4653786
2019-08-21;13;4658008
2019-08-21;14;4640558
2019-08-21;15;4749788
2019-08-21;16;4883917
2019-08-21;17;5150486
2019-08-21;18;5463651
2019-08-21;19;5885403
2019-08-21;20;5986624
2019-08-21;21;6122856
2019-08-21;22;5850362
2019-08-21;23;5269224
2019-08-21;24;4570639
2019-08-22;1;3971570
2019-08-22;2;3591403
2019-08-22;3;3379295
2019-08-22;4;3263702
2019-08-22;5;3210970
2019-08-22;6;3260265
2019-08-22;7;3395687
2019-08-22;8;3865455
2019-08-22;9;4497104
2019-08-22;10;4724303
2019-08-22;11;4702503
2019-08-22;12;4695580
2019-08-22;13;4556139
2019-08-22;14;4398747
2019-08-22;15;4384967
2019-08-22;16;4488563
2019-08-22;17;4745474
2019-08-22;18;5023267
2019-08-22;19;5444229
2019-08-22;20;5596958
2019-08-22;21;5798650
2019-08-22;22;5581993
2019-08-22;23;5040153
2019-08-22;24;4379682
2019-08-23;1;3824907
2019-08-23;2;3451253
2019-08-23;3;3253079
2019-08-23;4;3147987
2019-08-23;5;3108054
2019-08-23;6;3176373
2019-08-23;7;3310590
2019-08-23;8;3775957
2019-08-23;9;4433555
2019-08-23;10;4719986
2019-08-23;11;4787452
2019-08-23;12;4880455
2019-08-23;13;4747143
2019-08-23;14;4591510
2019-08-23;15;4633254
2019-08-23;16;4673619
2019-08-23;17;4837651
2019-08-23;18;5024764
2019-08-23;19;5380453
2019-08-23;20;5515148
2019-08-23;21;5724408
2019-08-23;22;5436861
2019-08-23;23;4910665
2019-08-23;24;4311472
2019-08-24;1;3776945
2019-08-24;2;3411017
2019-08-24;3;3202864
2019-08-24;4;3084653
2019-08-24;5;3040978
2019-08-24;6;3090069
2019-08-24;7;3156845
2019-08-24;8;3512887
2019-08-24;9;3869840
2019-08-24;10;4112843
2019-08-24;11;4095675
2019-08-24;12;4102882
2019-08-24;13;4130097
2019-08-24;14;4053166
2019-08-24;15;4089487
2019-08-24;16;4182642
2019-08-24;17;4430921
2019-08-24;18;4761203
2019-08-24;19;5210041
2019-08-24;20;5563403
2019-08-24;21;5704962
2019-08-24;22;5373429
2019-08-24;23;4905474
2019-08-24;24;4353795
2019-08-25;1;3832366
2019-08-25;2;3436831
2019-08-25;3;3202683
2019-08-25;4;3076621
2019-08-25;5;3015291
2019-08-25;6;3038532
2019-08-25;7;3033060
2019-08-25;8;3241764
2019-08-25;9;3462013
2019-08-25;10;3654034
2019-08-25;11;3714008
2019-08-25;12;3790684
2019-08-25;13;3799181
2019-08-25;14;3654220
2019-08-25;15;3671604
2019-08-25;16;3698585
2019-08-25;17;3889534
2019-08-25;18;4296410
2019-08-25;19;4880461
2019-08-25;20;5435891
2019-08-25;21;5819313
2019-08-25;22;5597021
2019-08-25;23;5113083
2019-08-25;24;4483341
2019-08-26;1;3880206
2019-08-26;2;3491645
2019-08-26;3;3282427
2019-08-26;4;3175166
2019-08-26;5;3127977
2019-08-26;6;3203041
2019-08-26;7;3386823
2019-08-26;8;3901693
2019-08-26;9;4630343
2019-08-26;10;4834119
2019-08-26;11;4807169
2019-08-26;12;4865231
2019-08-26;13;4800506
2019-08-26;14;4822678
2019-08-26;15;5022965
2019-08-26;16;5207031
2019-08-26;17;5483421
2019-08-26;18;5702602
2019-08-26;19;6021484
2019-08-26;20;6165480
2019-08-26;21;6477991
2019-08-26;22;6146489
2019-08-26;23;5484562
2019-08-26;24;4700714
2019-08-27;1;4054987
2019-08-27;2;3644180
2019-08-27;3;3428808
2019-08-27;4;3310324
2019-08-27;5;3258154
2019-08-27;6;3328549
2019-08-27;7;3527157
2019-08-27;8;4068091
2019-08-27;9;4820920
2019-08-27;10;5058448
2019-08-27;11;5051856
2019-08-27;12;5136674
2019-08-27;13;5054842
2019-08-27;14;5063308
2019-08-27;15;5264623
2019-08-27;16;5499654
2019-08-27;17;5818005
2019-08-27;18;6052936
2019-08-27;19;6348620
2019-08-27;20;6468783
2019-08-27;21;6788973
2019-08-27;22;6386603
2019-08-27;23;5718900
2019-08-27;24;4908837
2019-08-28;1;4230207
2019-08-28;2;3814704
2019-08-28;3;3590154
2019-08-28;4;3465212
2019-08-28;5;3408662
2019-08-28;6;3476163
2019-08-28;7;3725821
2019-08-28;8;4288270
2019-08-28;9;5119707
2019-08-28;10;5449031
2019-08-28;11;5542051
2019-08-28;12;5702334
2019-08-28;13;5536473
2019-08-28;14;5378602
2019-08-28;15;5457884
2019-08-28;16;5575604
2019-08-28;17;5733390
2019-08-28;18;5810973
2019-08-28;19;6016898
2019-08-28;20;6082474
2019-08-28;21;6324172
2019-08-28;22;5881385
2019-08-28;23;5251162
2019-08-28;24;4511830
2019-08-29;1;3885423
2019-08-29;2;3502816
2019-08-29;3;3302373
2019-08-29;4;3197762
2019-08-29;5;3158440
2019-08-29;6;3244877
2019-08-29;7;3503012
2019-08-29;8;4051861
2019-08-29;9;4808642
2019-08-29;10;5020045
2019-08-29;11;4993798
2019-08-29;12;5051163
2019-08-29;13;4909589
2019-08-29;14;4881181
2019-08-29;15;5086854
2019-08-29;16;5302416
2019-08-29;17;5599598
2019-08-29;18;5857858
2019-08-29;19;6230162
2019-08-29;20;6370288
2019-08-29;21;6697042
2019-08-29;22;6288074
2019-08-29;23;5616660
2019-08-29;24;4813354
2019-08-30;1;4149553
2019-08-30;2;3726671
2019-08-30;3;3496728
2019-08-30;4;3368420
2019-08-30;5;3309115
2019-08-30;6;3379657
2019-08-30;7;3625119
2019-08-30;8;4174578
2019-08-30;9;4939993
2019-08-30;10;5181343
2019-08-30;11;5197172
2019-08-30;12;5287052
2019-08-30;13;5177065
2019-08-30;14;5156294
2019-08-30;15;5362506
2019-08-30;16;5569895
2019-08-30;17;5885680
2019-08-30;18;6165913
2019-08-30;19;6496432
2019-08-30;20;6594127
2019-08-30;21;6864161
2019-08-30;22;6362104
2019-08-30;23;5718035
2019-08-30;24;5001048
2019-08-31;1;4335836
2019-08-31;2;3899556
2019-08-31;3;3634173
2019-08-31;4;3483864
2019-08-31;5;3400410
2019-08-31;6;3431762
2019-08-31;7;3556246
2019-08-31;8;3865907
2019-08-31;9;4296664
2019-08-31;10;4601790
2019-08-31;11;4663685
2019-08-31;12;4731696
2019-08-31;13;4750186
2019-08-31;14;4699276
2019-08-31;15;4796099
2019-08-31;16;4936308
2019-08-31;17;5182097
2019-08-31;18;5411618
2019-08-31;19;5749703
2019-08-31;20;6122307
2019-08-31;21;6333285
2019-08-31;22;5811447
2019-08-31;23;5317435
2019-08-31;24;4729802
2019-09-01;1;3983348
2019-09-01;2;3599941
2019-09-01;3;3344537
2019-09-01;4;3195956
2019-09-01;5;3113507
2019-09-01;6;3116730
2019-09-01;7;3036464
2019-09-01;8;3322490
2019-09-01;9;3544247
2019-09-01;10;3746746
2019-09-01;11;3840565
2019-09-01;12;3953293
2019-09-01;13;4026898
2019-09-01;14;3945634
2019-09-01;15;4030817
2019-09-01;16;4109752
2019-09-01;17;4319530
2019-09-01;18;4720414
2019-09-01;19;5261467
2019-09-01;20;5811045
2019-09-01;21;6070463
2019-09-01;22;5834784
2019-09-01;23;5318563
2019-09-01;24;4634900
2019-09-02;1;3988045
2019-09-02;2;3577330
2019-09-02;3;3359283
2019-09-02;4;3238659
2019-09-02;5;3180309
2019-09-02;6;3238998
2019-09-02;7;3409514
2019-09-02;8;4049134
2019-09-02;9;4796090
2019-09-02;10;5121911
2019-09-02;11;5074728
2019-09-02;12;5016259
2019-09-02;13;4771042
2019-09-02;14;4697002
2019-09-02;15;4800323
2019-09-02;16;4839987
2019-09-02;17;5046913
2019-09-02;18;5261680
2019-09-02;19;5504043
2019-09-02;20;5731905
2019-09-02;21;5939571
2019-09-02;22;5666269
2019-09-02;23;5020629
2019-09-02;24;4275940
2019-09-03;1;3660016
2019-09-03;2;3298945
2019-09-03;3;3109331
2019-09-03;4;3012912
2019-09-03;5;2981718
2019-09-03;6;3076456
2019-09-03;7;3277915
2019-09-03;8;3962170
2019-09-03;9;4617584
2019-09-03;10;4734431
2019-09-03;11;4638281
2019-09-03;12;4584189
2019-09-03;13;4294403
2019-09-03;14;4198320
2019-09-03;15;4395653
2019-09-03;16;4571051
2019-09-03;17;4831319
2019-09-03;18;5050723
2019-09-03;19;5380408
2019-09-03;20;5604821
2019-09-03;21;5780509
2019-09-03;22;5452401
2019-09-03;23;4797175
2019-09-03;24;4072824
2019-09-04;1;3469827
2019-09-04;2;3118270
2019-09-04;3;2945151
2019-09-04;4;2863447
2019-09-04;5;2848595
2019-09-04;6;2964256
2019-09-04;7;3194059
2019-09-04;8;3897213
2019-09-04;9;4529423
2019-09-04;10;4629004
2019-09-04;11;4506543
2019-09-04;12;4464387
2019-09-04;13;4132606
2019-09-04;14;4018151
2019-09-04;15;4226256
2019-09-04;16;4412787
2019-09-04;17;4684151
2019-09-04;18;4930020
2019-09-04;19;5279322
2019-09-04;20;5530699
2019-09-04;21;5688115
2019-09-04;22;5320218
2019-09-04;23;4675899
2019-09-04;24;3967098
2019-09-05;1;3381504
2019-09-05;2;3034793
2019-09-05;3;2863673
2019-09-05;4;2786586
2019-09-05;5;2777687
2019-09-05;6;2902781
2019-09-05;7;3156491
2019-09-05;8;3879684
2019-09-05;9;4527826
2019-09-05;10;4629019
2019-09-05;11;4544931
2019-09-05;12;4520541
2019-09-05;13;4215121
2019-09-05;14;4114428
2019-09-05;15;4337547
2019-09-05;16;4558271
2019-09-05;17;4831344
2019-09-05;18;5086536
2019-09-05;19;5459112
2019-09-05;20;5738139
2019-09-05;21;5642986
2019-09-05;22;5184040
2019-09-05;23;4541732
2019-09-05;24;3855722
2019-09-06;1;3292270
2019-09-06;2;2954544
2019-09-06;3;2794716
2019-09-06;4;2723718
2019-09-06;5;2712868
2019-09-06;6;2842968
2019-09-06;7;3180128
2019-09-06;8;4015601
2019-09-06;9;4885277
2019-09-06;10;5249669
2019-09-06;11;5302325
2019-09-06;12;5310952
2019-09-06;13;4880071
2019-09-06;14;4692174
2019-09-06;15;4798030
2019-09-06;16;4832405
2019-09-06;17;4899707
2019-09-06;18;4953394
2019-09-06;19;5173128
2019-09-06;20;5418662
2019-09-06;21;5344942
2019-09-06;22;4902568
2019-09-06;23;4316255
2019-09-06;24;3707580
2019-09-07;1;3185427
2019-09-07;2;2846783
2019-09-07;3;2663209
2019-09-07;4;2571485
2019-09-07;5;2553699
2019-09-07;6;2642203
2019-09-07;7;2790265
2019-09-07;8;3274808
2019-09-07;9;3715277
2019-09-07;10;3957918
2019-09-07;11;3874715
2019-09-07;12;3781668
2019-09-07;13;3633498
2019-09-07;14;3455499
2019-09-07;15;3434367
2019-09-07;16;3504238
2019-09-07;17;3688277
2019-09-07;18;3982175
2019-09-07;19;4473267
2019-09-07;20;5053837
2019-09-07;21;5041647
2019-09-07;22;4597156
2019-09-07;23;4139569
2019-09-07;24;3640600
2019-09-08;1;3165431
2019-09-08;2;2819010
2019-09-08;3;2618771
2019-09-08;4;2516966
2019-09-08;5;2488663
2019-09-08;6;2540863
2019-09-08;7;2636127
2019-09-08;8;2998345
2019-09-08;9;3338781
2019-09-08;10;3747010
2019-09-08;11;3915214
2019-09-08;12;4032398
2019-09-08;13;3921808
2019-09-08;14;3555863
2019-09-08;15;3437331
2019-09-08;16;3339132
2019-09-08;17;3412889
2019-09-08;18;3744493
2019-09-08;19;4259936
2019-09-08;20;4973296
2019-09-08;21;4959896
2019-09-08;22;4574977
2019-09-08;23;4034620
2019-09-08;24;3401219
2019-09-09;1;2883787
2019-09-09;2;2590015
2019-09-09;3;2459480
2019-09-09;4;2410048
2019-09-09;5;2414835
2019-09-09;6;2554691
2019-09-09;7;2909186
2019-09-09;8;3648662
2019-09-09;9;4243208
2019-09-09;10;4195421
2019-09-09;11;3968674
2019-09-09;12;3848374
2019-09-09;13;3522405
2019-09-09;14;3427469
2019-09-09;15;3587177
2019-09-09;16;3709557
2019-09-09;17;3970670
2019-09-09;18;4225820
2019-09-09;19;4621823
2019-09-09;20;5163203
2019-09-09;21;5308531
2019-09-09;22;4881432
2019-09-09;23;4211997
2019-09-09;24;3510647
2019-09-10;1;2967248
2019-09-10;2;2644465
2019-09-10;3;2497487
2019-09-10;4;2440352
2019-09-10;5;2449539
2019-09-10;6;2594057
2019-09-10;7;2969348
2019-09-10;8;3729832
2019-09-10;9;4354758
2019-09-10;10;4475646
2019-09-10;11;4395810
2019-09-10;12;4331723
2019-09-10;13;3997138
2019-09-10;14;3893332
2019-09-10;15;4059106
2019-09-10;16;4156445
2019-09-10;17;4344569
2019-09-10;18;4563257
2019-09-10;19;4935096
2019-09-10;20;5423628
2019-09-10;21;5420606
2019-09-10;22;4958463
2019-09-10;23;4262073
2019-09-10;24;3535524
2019-09-11;1;2981472
2019-09-11;2;2660442
2019-09-11;3;2518454
2019-09-11;4;2463825
2019-09-11;5;2473438
2019-09-11;6;2627954
2019-09-11;7;2997440
2019-09-11;8;3725506
2019-09-11;9;4326582
2019-09-11;10;4308586
2019-09-11;11;4135613
2019-09-11;12;4049095
2019-09-11;13;3691714
2019-09-11;14;3592136
2019-09-11;15;3784115
2019-09-11;16;3927184
2019-09-11;17;4177436
2019-09-11;18;4447036
2019-09-11;19;4860683
2019-09-11;20;5277118
2019-09-11;21;5387179
2019-09-11;22;5002280
2019-09-11;23;4302305
2019-09-11;24;3576690
2019-09-12;1;3018552
2019-09-12;2;2692666
2019-09-12;3;2545471
2019-09-12;4;2488667
2019-09-12;5;2495744
2019-09-12;6;2649857
2019-09-12;7;3057622
2019-09-12;8;3804473
2019-09-12;9;4340700
2019-09-12;10;4331419
2019-09-12;11;4165243
2019-09-12;12;4099480
2019-09-12;13;3759557
2019-09-12;14;3660763
2019-09-12;15;3863562
2019-09-12;16;4027596
2019-09-12;17;4274199
2019-09-12;18;4550617
2019-09-12;19;4966384
2019-09-12;20;5360764
2019-09-12;21;5439643
2019-09-12;22;5045910
2019-09-12;23;4355875
2019-09-12;24;3643537
2019-09-13;1;3073623
2019-09-13;2;2741804
2019-09-13;3;2594453
2019-09-13;4;2534027
2019-09-13;5;2539693
2019-09-13;6;2691677
2019-09-13;7;3091862
2019-09-13;8;3848087
2019-09-13;9;4410667
2019-09-13;10;4433384
2019-09-13;11;4282109
2019-09-13;12;4220385
2019-09-13;13;3889360
2019-09-13;14;3786724
2019-09-13;15;3990729
2019-09-13;16;4162209
2019-09-13;17;4421526
2019-09-13;18;4688429
2019-09-13;19;5096312
2019-09-13;20;5485050
2019-09-13;21;5464338
2019-09-13;22;5038938
2019-09-13;23;4417380
2019-09-13;24;3771058
2019-09-14;1;3219381
2019-09-14;2;2870984
2019-09-14;3;2687871
2019-09-14;4;2604434
2019-09-14;5;2590165
2019-09-14;6;2691913
2019-09-14;7;2899938
2019-09-14;8;3397400
2019-09-14;9;3858483
2019-09-14;10;4036616
2019-09-14;11;3914947
2019-09-14;12;3818109
2019-09-14;13;3670395
2019-09-14;14;3486605
2019-09-14;15;3520682
2019-09-14;16;3606743
2019-09-14;17;3839952
2019-09-14;18;4205800
2019-09-14;19;4723299
2019-09-14;20;5361713
2019-09-14;21;5199730
2019-09-14;22;4776143
2019-09-14;23;4289203
2019-09-14;24;3766515
2019-09-15;1;3265033
2019-09-15;2;2907258
2019-09-15;3;2703075
2019-09-15;4;2604449
2019-09-15;5;2572576
2019-09-15;6;2626897
2019-09-15;7;2712753
2019-09-15;8;2989897
2019-09-15;9;3338309
2019-09-15;10;3602029
2019-09-15;11;3634621
2019-09-15;12;3661462
2019-09-15;13;3522110
2019-09-15;14;3227377
2019-09-15;15;3201620
2019-09-15;16;3204765
2019-09-15;17;3353426
2019-09-15;18;3717074
2019-09-15;19;4299132
2019-09-15;20;5082365
2019-09-15;21;5133389
2019-09-15;22;4801980
2019-09-15;23;4233056
2019-09-15;24;3587722
2019-09-16;1;3060922
2019-09-16;2;2763838
2019-09-16;3;2626142
2019-09-16;4;2573525
2019-09-16;5;2581511
2019-09-16;6;2727815
2019-09-16;7;3176635
2019-09-16;8;3923222
2019-09-16;9;4467337
2019-09-16;10;4495057
2019-09-16;11;4349054
2019-09-16;12;4281084
2019-09-16;13;3975750
2019-09-16;14;3910549
2019-09-16;15;4156794
2019-09-16;16;4375245
2019-09-16;17;4631079
2019-09-16;18;4865448
2019-09-16;19;5201897
2019-09-16;20;5689206
2019-09-16;21;5625396
2019-09-16;22;5206791
2019-09-16;23;4496719
2019-09-16;24;3770520
2019-09-17;1;3216454
2019-09-17;2;2886892
2019-09-17;3;2739147
2019-09-17;4;2676493
2019-09-17;5;2681273
2019-09-17;6;2832914
2019-09-17;7;3302088
2019-09-17;8;4084763
2019-09-17;9;4670884
2019-09-17;10;4741702
2019-09-17;11;4610136
2019-09-17;12;4577817
2019-09-17;13;4258866
2019-09-17;14;4174949
2019-09-17;15;4401324
2019-09-17;16;4614767
2019-09-17;17;4858982
2019-09-17;18;5080232
2019-09-17;19;5407831
2019-09-17;20;5871643
2019-09-17;21;5736806
2019-09-17;22;5317434
2019-09-17;23;4591224
2019-09-17;24;3836323
2019-09-18;1;3254286
2019-09-18;2;2930505
2019-09-18;3;2781106
2019-09-18;4;2718984
2019-09-18;5;2721623
2019-09-18;6;2868625
2019-09-18;7;3355101
2019-09-18;8;4142101
2019-09-18;9;4741865
2019-09-18;10;4878090
2019-09-18;11;4844124
2019-09-18;12;4826045
2019-09-18;13;4466553
2019-09-18;14;4387296
2019-09-18;15;4657207
2019-09-18;16;4870434
2019-09-18;17;5064096
2019-09-18;18;5206881
2019-09-18;19;5472752
2019-09-18;20;5888617
2019-09-18;21;5554737
2019-09-18;22;5105455
2019-09-18;23;4404165
2019-09-18;24;3706055
2019-09-19;1;3129592
2019-09-19;2;2809469
2019-09-19;3;2665425
2019-09-19;4;2606939
2019-09-19;5;2609169
2019-09-19;6;2761066
2019-09-19;7;3274029
2019-09-19;8;4199162
2019-09-19;9;4872021
2019-09-19;10;5047304
2019-09-19;11;4948064
2019-09-19;12;4846866
2019-09-19;13;4409423
2019-09-19;14;4170657
2019-09-19;15;4272508
2019-09-19;16;4352794
2019-09-19;17;4509940
2019-09-19;18;4722710
2019-09-19;19;5094131
2019-09-19;20;5644716
2019-09-19;21;5391731
2019-09-19;22;4994790
2019-09-19;23;4295927
2019-09-19;24;3580187
2019-09-20;1;3031949
2019-09-20;2;2708864
2019-09-20;3;2565317
2019-09-20;4;2510597
2019-09-20;5;2519717
2019-09-20;6;2677353
2019-09-20;7;3191182
2019-09-20;8;4027780
2019-09-20;9;4612723
2019-09-20;10;4666862
2019-09-20;11;4500710
2019-09-20;12;4361461
2019-09-20;13;3913413
2019-09-20;14;3707786
2019-09-20;15;3859775
2019-09-20;16;4023955
2019-09-20;17;4244663
2019-09-20;18;4518895
2019-09-20;19;4973645
2019-09-20;20;5615071
2019-09-20;21;5334007
2019-09-20;22;4903232
2019-09-20;23;4270602
2019-09-20;24;3616545
2019-09-21;1;3070450
2019-09-21;2;2725299
2019-09-21;3;2554193
2019-09-21;4;2478180
2019-09-21;5;2469574
2019-09-21;6;2576043
2019-09-21;7;2841968
2019-09-21;8;3280213
2019-09-21;9;3838777
2019-09-21;10;3992064
2019-09-21;11;3806629
2019-09-21;12;3645404
2019-09-21;13;3453478
2019-09-21;14;3237367
2019-09-21;15;3278262
2019-09-21;16;3340227
2019-09-21;17;3560759
2019-09-21;18;3952127
2019-09-21;19;4535511
2019-09-21;20;5253805
2019-09-21;21;5022382
2019-09-21;22;4577369
2019-09-21;23;4089781
2019-09-21;24;3573926
2019-09-22;1;3082008
2019-09-22;2;2721139
2019-09-22;3;2527020
2019-09-22;4;2432507
2019-09-22;5;2407163
2019-09-22;6;2466454
2019-09-22;7;2596923
2019-09-22;8;2900946
2019-09-22;9;3388517
2019-09-22;10;3865060
2019-09-22;11;4098466
2019-09-22;12;4235532
2019-09-22;13;4196028
2019-09-22;14;3908000
2019-09-22;15;3852113
2019-09-22;16;3791932
2019-09-22;17;3801114
2019-09-22;18;4028587
2019-09-22;19;4535838
2019-09-22;20;5185132
2019-09-22;21;4985832
2019-09-22;22;4601879
2019-09-22;23;3997971
2019-09-22;24;3354387
2019-09-23;1;2843194
2019-09-23;2;2545701
2019-09-23;3;2416244
2019-09-23;4;2368987
2019-09-23;5;2385409
2019-09-23;6;2540703
2019-09-23;7;3079532
2019-09-23;8;3976457
2019-09-23;9;4758777
2019-09-23;10;4986584
2019-09-23;11;5005217
2019-09-23;12;5033568
2019-09-23;13;4658685
2019-09-23;14;4454591
2019-09-23;15;4545466
2019-09-23;16;4561844
2019-09-23;17;4598887
2019-09-23;18;4699512
2019-09-23;19;5037195
2019-09-23;20;5533535
2019-09-23;21;5390512
2019-09-23;22;4956209
2019-09-23;23;4225585
2019-09-23;24;3476729
2019-09-24;1;2920713
2019-09-24;2;2602093
2019-09-24;3;2456603
2019-09-24;4;2403902
2019-09-24;5;2414772
2019-09-24;6;2578496
2019-09-24;7;3132272
2019-09-24;8;3909565
2019-09-24;9;4550534
2019-09-24;10;4542033
2019-09-24;11;4397532
2019-09-24;12;4346352
2019-09-24;13;3935919
2019-09-24;14;3781258
2019-09-24;15;3910439
2019-09-24;16;4074404
2019-09-24;17;4280708
2019-09-24;18;4522791
2019-09-24;19;4998247
2019-09-24;20;5591703
2019-09-24;21;5434197
2019-09-24;22;5000387
2019-09-24;23;4272717
2019-09-24;24;3526198
2019-09-25;1;2939717
2019-09-25;2;2616375
2019-09-25;3;2479081
2019-09-25;4;2427471
2019-09-25;5;2439912
2019-09-25;6;2604538
2019-09-25;7;3165430
2019-09-25;8;3989258
2019-09-25;9;4677607
2019-09-25;10;4777984
2019-09-25;11;4704263
2019-09-25;12;4644475
2019-09-25;13;4196146
2019-09-25;14;4012058
2019-09-25;15;4138698
2019-09-25;16;4276217
2019-09-25;17;4456624
2019-09-25;18;4707788
2019-09-25;19;5152536
2019-09-25;20;5726102
2019-09-25;21;5443529
2019-09-25;22;5000739
2019-09-25;23;4283961
2019-09-25;24;3533323
2019-09-26;1;2959279
2019-09-26;2;2639455
2019-09-26;3;2495977
2019-09-26;4;2444948
2019-09-26;5;2458008
2019-09-26;6;2623675
2019-09-26;7;3185671
2019-09-26;8;3992023
2019-09-26;9;4618741
2019-09-26;10;4665688
2019-09-26;11;4513705
2019-09-26;12;4392318
2019-09-26;13;3950913
2019-09-26;14;3780559
2019-09-26;15;3949641
2019-09-26;16;4098812
2019-09-26;17;4323127
2019-09-26;18;4603920
2019-09-26;19;5097089
2019-09-26;20;5714569
2019-09-26;21;5466951
2019-09-26;22;5021179
2019-09-26;23;4312801
2019-09-26;24;3576907
2019-09-27;1;2998335
2019-09-27;2;2664199
2019-09-27;3;2513335
2019-09-27;4;2461143
2019-09-27;5;2470263
2019-09-27;6;2636667
2019-09-27;7;3177090
2019-09-27;8;4045984
2019-09-27;9;4737136
2019-09-27;10;4822390
2019-09-27;11;4700492
2019-09-27;12;4624631
2019-09-27;13;4258879
2019-09-27;14;4144332
2019-09-27;15;4374162
2019-09-27;16;4523698
2019-09-27;17;4687657
2019-09-27;18;4877642
2019-09-27;19;5313588
2019-09-27;20;5864990
2019-09-27;21;5447890
2019-09-27;22;4993228
2019-09-27;23;4344858
2019-09-27;24;3659375
2019-09-28;1;3112918
2019-09-28;2;2766509
2019-09-28;3;2591108
2019-09-28;4;2513755
2019-09-28;5;2504203
2019-09-28;6;2614555
2019-09-28;7;2932852
2019-09-28;8;3494182
2019-09-28;9;4093308
2019-09-28;10;4340937
2019-09-28;11;4231833
2019-09-28;12;4107489
2019-09-28;13;3910876
2019-09-28;14;3686376
2019-09-28;15;3707135
2019-09-28;16;3754735
2019-09-28;17;3902173
2019-09-28;18;4226884
2019-09-28;19;4783170
2019-09-28;20;5556645
2019-09-28;21;5160315
2019-09-28;22;4707418
2019-09-28;23;4194419
2019-09-28;24;3658616
2019-09-29;1;3158992
2019-09-29;2;2783754
2019-09-29;3;2573219
2019-09-29;4;2477338
2019-09-29;5;2443951
2019-09-29;6;2503984
2019-09-29;7;2659129
2019-09-29;8;2905573
2019-09-29;9;3349664
2019-09-29;10;3637458
2019-09-29;11;3649947
2019-09-29;12;3650478
2019-09-29;13;3545065
2019-09-29;14;3283472
2019-09-29;15;3281991
2019-09-29;16;3283409
2019-09-29;17;3398722
2019-09-29;18;3730865
2019-09-29;19;4347862
2019-09-29;20;5253827
2019-09-29;21;5025162
2019-09-29;22;4650987
2019-09-29;23;4065192
2019-09-29;24;3424439
2019-09-30;1;2911583
2019-09-30;2;2607409
2019-09-30;3;2471809
2019-09-30;4;2424097
2019-09-30;5;2434943
2019-09-30;6;2594652
2019-09-30;7;3144864
2019-09-30;8;3895983
2019-09-30;9;4475439
2019-09-30;10;4462844
2019-09-30;11;4247375
2019-09-30;12;4142690
2019-09-30;13;3803640
2019-09-30;14;3707451
2019-09-30;15;3905703
2019-09-30;16;4095752
2019-09-30;17;4320951
2019-09-30;18;4594292
2019-09-30;19;5064641
2019-09-30;20;5722564
2019-09-30;21;5410764
2019-09-30;22;4986853
2019-09-30;23;4282888
2019-09-30;24;3550526
2019-10-01;1;2872894
2019-10-01;2;2581619
2019-10-01;3;2445302
2019-10-01;4;2396830
2019-10-01;5;2407673
2019-10-01;6;2555004
2019-10-01;7;3112533
2019-10-01;8;3808130
2019-10-01;9;4395772
2019-10-01;10;4502575
2019-10-01;11;4348442
2019-10-01;12;4253506
2019-10-01;13;3858710
2019-10-01;14;3739141
2019-10-01;15;3942889
2019-10-01;16;4151073
2019-10-01;17;4382869
2019-10-01;18;4623899
2019-10-01;19;5093224
2019-10-01;20;5596439
2019-10-01;21;5300908
2019-10-01;22;4893419
2019-10-01;23;4198209
2019-10-01;24;3483593
2019-10-02;1;2913833
2019-10-02;2;2609608
2019-10-02;3;2471805
2019-10-02;4;2419222
2019-10-02;5;2421613
2019-10-02;6;2569047
2019-10-02;7;3136760
2019-10-02;8;3919076
2019-10-02;9;4540921
2019-10-02;10;4655740
2019-10-02;11;4595128
2019-10-02;12;4549855
2019-10-02;13;4060118
2019-10-02;14;3836556
2019-10-02;15;3946968
2019-10-02;16;4035768
2019-10-02;17;4213240
2019-10-02;18;4438213
2019-10-02;19;4930383
2019-10-02;20;5555908
2019-10-02;21;5276170
2019-10-02;22;4851941
2019-10-02;23;4169783
2019-10-02;24;3451122
2019-10-03;1;2884899
2019-10-03;2;2567959
2019-10-03;3;2426747
2019-10-03;4;2380969
2019-10-03;5;2390968
2019-10-03;6;2541059
2019-10-03;7;3114417
2019-10-03;8;3903550
2019-10-03;9;4455481
2019-10-03;10;4437996
2019-10-03;11;4227308
2019-10-03;12;4115300
2019-10-03;13;3656808
2019-10-03;14;3439063
2019-10-03;15;3531186
2019-10-03;16;3660664
2019-10-03;17;3899900
2019-10-03;18;4254529
2019-10-03;19;4847143
2019-10-03;20;5490772
2019-10-03;21;5231055
2019-10-03;22;4824337
2019-10-03;23;4120976
